"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive" "mean_negative" "weighted_mean_negative" "max_negative" "min_negative"
0.07615 13175 0 0.9431 1.0000 0.8162 0.9749 0.9749 1.0000 0.9185 0.8162 0.8162 0.8162 0.8162
0.07622 13174 0 0.9431 1.0000 0.8160 0.9749 0.9749 1.0000 0.9184 0.8160 0.8160 0.8160 0.8160
0.07629 13173 0 0.9430 1.0000 0.8158 0.9748 0.9748 1.0000 0.9183 0.8158 0.8158 0.8158 0.8158
0.07636 13172 0 0.9430 1.0000 0.8157 0.9748 0.9748 1.0000 0.9183 0.8157 0.8157 0.8157 0.8157
0.07643 13171 0 0.9429 1.0000 0.8155 0.9748 0.9748 1.0000 0.9182 0.8155 0.8155 0.8155 0.8155
0.07650 13170 0 0.9429 1.0000 0.8154 0.9748 0.9748 1.0000 0.9181 0.8154 0.8154 0.8154 0.8154
0.07657 13169 0 0.9428 1.0000 0.8152 0.9747 0.9747 1.0000 0.9180 0.8152 0.8152 0.8152 0.8152
0.07664 13168 0 0.9428 1.0000 0.8151 0.9747 0.9747 1.0000 0.9179 0.8151 0.8151 0.8151 0.8151
0.07671 13167 0 0.9427 1.0000 0.8149 0.9747 0.9747 1.0000 0.9179 0.8149 0.8149 0.8149 0.8149
0.07678 13166 0 0.9427 1.0000 0.8148 0.9747 0.9747 1.0000 0.9178 0.8148 0.8148 0.8148 0.8148
0.07685 13165 0 0.9426 1.0000 0.8146 0.9746 0.9746 1.0000 0.9177 0.8146 0.8146 0.8146 0.8146
0.07692 13164 0 0.9426 1.0000 0.8145 0.9746 0.9746 1.0000 0.9176 0.8145 0.8145 0.8145 0.8145
0.07699 13163 0 0.9425 1.0000 0.8143 0.9746 0.9746 1.0000 0.9176 0.8143 0.8143 0.8143 0.8143
0.07706 13162 0 0.9425 1.0000 0.8142 0.9746 0.9746 1.0000 0.9175 0.8142 0.8142 0.8142 0.8142
0.07713 13161 0 0.9424 1.0000 0.8140 0.9746 0.9746 1.0000 0.9174 0.8140 0.8140 0.8140 0.8140
0.07720 13160 0 0.9424 1.0000 0.8139 0.9745 0.9745 1.0000 0.9173 0.8139 0.8139 0.8139 0.8139
0.07727 13159 0 0.9423 1.0000 0.8137 0.9745 0.9745 1.0000 0.9173 0.8137 0.8137 0.8137 0.8137
0.07734 13158 0 0.9423 1.0000 0.8136 0.9745 0.9745 1.0000 0.9172 0.8136 0.8136 0.8136 0.8136
0.07741 13157 0 0.9422 1.0000 0.8134 0.9744 0.9744 1.0000 0.9171 0.8134 0.8134 0.8134 0.8134
0.07748 13156 0 0.9422 1.0000 0.8132 0.9744 0.9744 1.0000 0.9170 0.8132 0.8132 0.8132 0.8132
0.07755 13155 0 0.9421 1.0000 0.8131 0.9744 0.9744 1.0000 0.9169 0.8131 0.8131 0.8131 0.8131
0.07762 13154 0 0.9421 1.0000 0.8129 0.9744 0.9744 1.0000 0.9169 0.8129 0.8129 0.8129 0.8129
0.07769 13153 0 0.9420 1.0000 0.8128 0.9743 0.9743 1.0000 0.9168 0.8128 0.8128 0.8128 0.8128
0.07776 13152 0 0.9420 1.0000 0.8126 0.9743 0.9743 1.0000 0.9167 0.8126 0.8126 0.8126 0.8126
0.07783 13151 0 0.9419 1.0000 0.8125 0.9743 0.9743 1.0000 0.9166 0.8125 0.8125 0.8125 0.8125
0.07790 13150 0 0.9419 1.0000 0.8123 0.9742 0.9742 1.0000 0.9165 0.8123 0.8123 0.8123 0.8123
0.07797 13149 0 0.9418 1.0000 0.8122 0.9742 0.9742 1.0000 0.9165 0.8122 0.8122 0.8122 0.8122
0.07805 13148 0 0.9417 1.0000 0.8120 0.9742 0.9742 1.0000 0.9164 0.8120 0.8120 0.8120 0.8120
0.07812 13147 0 0.9417 1.0000 0.8119 0.9742 0.9742 1.0000 0.9163 0.8119 0.8119 0.8119 0.8119
0.07819 13146 0 0.9416 1.0000 0.8117 0.9741 0.9741 1.0000 0.9162 0.8117 0.8117 0.8117 0.8117
0.07826 13145 0 0.9416 1.0000 0.8116 0.9741 0.9741 1.0000 0.9162 0.8116 0.8116 0.8116 0.8116
0.07833 13144 0 0.9415 1.0000 0.8114 0.9741 0.9741 1.0000 0.9161 0.8114 0.8114 0.8114 0.8114
0.07840 13143 0 0.9415 1.0000 0.8113 0.9740 0.9740 1.0000 0.9160 0.8113 0.8113 0.8113 0.8113
0.07847 13142 0 0.9414 1.0000 0.8111 0.9740 0.9740 1.0000 0.9159 0.8111 0.8111 0.8111 0.8111
0.07854 13141 0 0.9414 1.0000 0.8110 0.9740 0.9740 1.0000 0.9158 0.8110 0.8110 0.8110 0.8110
0.07861 13140 0 0.9413 1.0000 0.8108 0.9740 0.9740 1.0000 0.9158 0.8108 0.8108 0.8108 0.8108
0.07868 13139 0 0.9413 1.0000 0.8107 0.9740 0.9740 1.0000 0.9157 0.8107 0.8107 0.8107 0.8107
0.07875 13138 0 0.9413 1.0000 0.8105 0.9739 0.9739 1.0000 0.9156 0.8105 0.8105 0.8105 0.8105
0.07882 13137 0 0.9412 1.0000 0.8104 0.9739 0.9739 1.0000 0.9155 0.8104 0.8104 0.8104 0.8104
0.07889 13136 0 0.9412 1.0000 0.8102 0.9739 0.9739 1.0000 0.9155 0.8102 0.8102 0.8102 0.8102
0.07896 13135 0 0.9411 1.0000 0.8100 0.9739 0.9739 1.0000 0.9154 0.8100 0.8100 0.8100 0.8100
0.07903 13134 0 0.9411 1.0000 0.8099 0.9738 0.9738 1.0000 0.9153 0.8099 0.8099 0.8099 0.8099
0.07910 13133 0 0.9410 1.0000 0.8097 0.9738 0.9738 1.0000 0.9152 0.8097 0.8097 0.8097 0.8097
0.07917 13132 0 0.9409 1.0000 0.8096 0.9738 0.9738 1.0000 0.9152 0.8096 0.8096 0.8096 0.8096
0.07924 13131 0 0.9409 1.0000 0.8094 0.9737 0.9737 1.0000 0.9151 0.8094 0.8094 0.8094 0.8094
0.07931 13130 0 0.9408 1.0000 0.8093 0.9737 0.9737 1.0000 0.9150 0.8093 0.8093 0.8093 0.8093
0.07938 13129 0 0.9408 1.0000 0.8091 0.9737 0.9737 1.0000 0.9149 0.8091 0.8091 0.8091 0.8091
0.07945 13128 0 0.9407 1.0000 0.8090 0.9736 0.9736 1.0000 0.9148 0.8090 0.8090 0.8090 0.8090
0.07952 13127 0 0.9406 1.0000 0.8088 0.9736 0.9736 1.0000 0.9147 0.8088 0.8088 0.8088 0.8088
0.07959 13126 0 0.9406 1.0000 0.8087 0.9736 0.9736 1.0000 0.9147 0.8087 0.8087 0.8087 0.8087
0.07966 13125 0 0.9406 1.0000 0.8085 0.9736 0.9736 1.0000 0.9146 0.8085 0.8085 0.8085 0.8085
0.07973 13124 0 0.9405 1.0000 0.8084 0.9735 0.9735 1.0000 0.9145 0.8084 0.8084 0.8084 0.8084
0.07980 13123 0 0.9405 1.0000 0.8082 0.9735 0.9735 1.0000 0.9144 0.8082 0.8082 0.8082 0.8082
0.07987 13122 0 0.9404 1.0000 0.8081 0.9735 0.9735 1.0000 0.9144 0.8081 0.8081 0.8081 0.8081
0.07994 13121 0 0.9403 1.0000 0.8079 0.9735 0.9735 1.0000 0.9143 0.8079 0.8079 0.8079 0.8079
0.08001 13120 0 0.9403 1.0000 0.8078 0.9734 0.9734 1.0000 0.9142 0.8078 0.8078 0.8078 0.8078
0.08008 13119 0 0.9402 1.0000 0.8076 0.9734 0.9734 1.0000 0.9141 0.8076 0.8076 0.8076 0.8076
0.08015 13118 0 0.9402 1.0000 0.8075 0.9734 0.9734 1.0000 0.9140 0.8075 0.8075 0.8075 0.8075
0.08022 13117 0 0.9401 1.0000 0.8073 0.9734 0.9734 1.0000 0.9140 0.8073 0.8073 0.8073 0.8073
0.08029 13116 0 0.9401 1.0000 0.8072 0.9733 0.9733 1.0000 0.9139 0.8072 0.8072 0.8072 0.8072
0.08036 13115 0 0.9400 1.0000 0.8070 0.9733 0.9733 1.0000 0.9138 0.8070 0.8070 0.8070 0.8070
0.08043 13114 0 0.9400 1.0000 0.8068 0.9733 0.9733 1.0000 0.9137 0.8068 0.8068 0.8068 0.8068
0.08050 13113 0 0.9399 1.0000 0.8067 0.9732 0.9732 1.0000 0.9137 0.8067 0.8067 0.8067 0.8067
0.08057 13112 0 0.9399 1.0000 0.8065 0.9732 0.9732 1.0000 0.9136 0.8065 0.8065 0.8065 0.8065
0.08064 13111 0 0.9398 1.0000 0.8064 0.9732 0.9732 1.0000 0.9135 0.8064 0.8064 0.8064 0.8064
0.08071 13110 0 0.9398 1.0000 0.8062 0.9731 0.9731 1.0000 0.9134 0.8062 0.8062 0.8062 0.8062
0.08078 13109 0 0.9397 1.0000 0.8061 0.9731 0.9731 1.0000 0.9133 0.8061 0.8061 0.8061 0.8061
0.08085 13108 0 0.9397 1.0000 0.8059 0.9731 0.9731 1.0000 0.9133 0.8059 0.8059 0.8059 0.8059
0.08092 13107 0 0.9396 1.0000 0.8058 0.9731 0.9731 1.0000 0.9132 0.8058 0.8058 0.8058 0.8058
0.08099 13106 0 0.9396 1.0000 0.8056 0.9730 0.9730 1.0000 0.9131 0.8056 0.8056 0.8056 0.8056
0.08106 13105 0 0.9395 1.0000 0.8055 0.9730 0.9730 1.0000 0.9130 0.8055 0.8055 0.8055 0.8055
0.08113 13104 0 0.9395 1.0000 0.8053 0.9730 0.9730 1.0000 0.9130 0.8053 0.8053 0.8053 0.8053
0.08120 13103 0 0.9394 1.0000 0.8052 0.9730 0.9730 1.0000 0.9129 0.8052 0.8052 0.8052 0.8052
0.08127 13102 0 0.9394 1.0000 0.8050 0.9730 0.9730 1.0000 0.9128 0.8050 0.8050 0.8050 0.8050
0.08134 13101 0 0.9393 1.0000 0.8049 0.9729 0.9729 1.0000 0.9127 0.8049 0.8049 0.8049 0.8049
0.08141 13100 0 0.9393 1.0000 0.8047 0.9729 0.9729 1.0000 0.9126 0.8047 0.8047 0.8047 0.8047
0.08148 13099 0 0.9392 1.0000 0.8046 0.9728 0.9728 1.0000 0.9126 0.8046 0.8046 0.8046 0.8046
0.08155 13098 0 0.9391 1.0000 0.8044 0.9728 0.9728 1.0000 0.9125 0.8044 0.8044 0.8044 0.8044
0.08162 13097 0 0.9391 1.0000 0.8043 0.9728 0.9728 1.0000 0.9124 0.8043 0.8043 0.8043 0.8043
0.08169 13096 0 0.9390 1.0000 0.8041 0.9728 0.9728 1.0000 0.9123 0.8041 0.8041 0.8041 0.8041
0.08176 13095 0 0.9390 1.0000 0.8040 0.9727 0.9727 1.0000 0.9123 0.8040 0.8040 0.8040 0.8040
0.08183 13094 0 0.9390 1.0000 0.8038 0.9727 0.9727 1.0000 0.9123 0.8038 0.8038 0.8038 0.8038
0.08190 13093 0 0.9389 1.0000 0.8037 0.9727 0.9727 1.0000 0.9122 0.8037 0.8037 0.8037 0.8037
0.08197 13092 0 0.9389 1.0000 0.8035 0.9727 0.9727 1.0000 0.9121 0.8035 0.8035 0.8035 0.8035
0.08204 13091 0 0.9388 1.0000 0.8034 0.9727 0.9727 1.0000 0.9120 0.8034 0.8034 0.8034 0.8034
0.08211 13090 0 0.9388 1.0000 0.8032 0.9726 0.9726 1.0000 0.9119 0.8032 0.8032 0.8032 0.8032
0.08218 13089 0 0.9387 1.0000 0.8031 0.9726 0.9726 1.0000 0.9119 0.8031 0.8031 0.8031 0.8031
0.08225 13088 0 0.9386 1.0000 0.8029 0.9726 0.9726 1.0000 0.9118 0.8029 0.8029 0.8029 0.8029
0.08232 13087 0 0.9386 1.0000 0.8028 0.9725 0.9725 1.0000 0.9117 0.8028 0.8028 0.8028 0.8028
0.08239 13086 0 0.9385 1.0000 0.8026 0.9725 0.9725 1.0000 0.9116 0.8026 0.8026 0.8026 0.8026
0.08246 13085 0 0.9385 1.0000 0.8025 0.9725 0.9725 1.0000 0.9115 0.8025 0.8025 0.8025 0.8025
0.08253 13084 0 0.9384 1.0000 0.8023 0.9724 0.9724 1.0000 0.9115 0.8023 0.8023 0.8023 0.8023
0.08260 13083 0 0.9384 1.0000 0.8022 0.9724 0.9724 1.0000 0.9114 0.8022 0.8022 0.8022 0.8022
0.08267 13082 0 0.9383 1.0000 0.8020 0.9724 0.9724 1.0000 0.9113 0.8020 0.8020 0.8020 0.8020
0.08274 13081 0 0.9383 1.0000 0.8019 0.9724 0.9724 1.0000 0.9112 0.8019 0.8019 0.8019 0.8019
0.08281 13080 0 0.9382 1.0000 0.8017 0.9723 0.9723 1.0000 0.9112 0.8017 0.8017 0.8017 0.8017
0.08288 13079 0 0.9382 1.0000 0.8016 0.9723 0.9723 1.0000 0.9111 0.8016 0.8016 0.8016 0.8016
0.08295 13078 0 0.9381 1.0000 0.8014 0.9723 0.9723 1.0000 0.9111 0.8014 0.8014 0.8014 0.8014
0.08302 13077 0 0.9381 1.0000 0.8013 0.9723 0.9723 1.0000 0.9110 0.8013 0.8013 0.8013 0.8013
0.08309 13076 0 0.9380 1.0000 0.8011 0.9722 0.9722 1.0000 0.9109 0.8011 0.8011 0.8011 0.8011
0.08316 13075 0 0.9380 1.0000 0.8010 0.9722 0.9722 1.0000 0.9108 0.8010 0.8010 0.8010 0.8010
0.08323 13074 0 0.9379 1.0000 0.8008 0.9722 0.9722 1.0000 0.9108 0.8008 0.8008 0.8008 0.8008
0.08330 13073 0 0.9379 1.0000 0.8007 0.9722 0.9722 1.0000 0.9107 0.8007 0.8007 0.8007 0.8007
0.08337 13072 0 0.9378 1.0000 0.8005 0.9722 0.9722 1.0000 0.9107 0.8005 0.8005 0.8005 0.8005
0.08344 13071 0 0.9378 1.0000 0.8004 0.9722 0.9722 1.0000 0.9106 0.8004 0.8004 0.8004 0.8004
0.08351 13070 0 0.9378 1.0000 0.8002 0.9721 0.9721 1.0000 0.9105 0.8002 0.8002 0.8002 0.8002
0.08358 13069 0 0.9377 1.0000 0.8001 0.9721 0.9721 1.0000 0.9105 0.8001 0.8001 0.8001 0.8001
0.08365 13068 0 0.9376 1.0000 0.7999 0.9721 0.9721 1.0000 0.9104 0.7999 0.7999 0.7999 0.7999
0.08372 13067 0 0.9376 1.0000 0.7998 0.9721 0.9721 1.0000 0.9103 0.7998 0.7998 0.7998 0.7998
0.08379 13066 0 0.9376 1.0000 0.7996 0.9720 0.9720 1.0000 0.9102 0.7996 0.7996 0.7996 0.7996
0.08387 13065 0 0.9375 1.0000 0.7995 0.9720 0.9720 1.0000 0.9101 0.7995 0.7995 0.7995 0.7995
0.08394 13064 0 0.9374 1.0000 0.7993 0.9720 0.9720 1.0000 0.9101 0.7993 0.7993 0.7993 0.7993
0.08401 13063 0 0.9374 1.0000 0.7992 0.9719 0.9719 1.0000 0.9100 0.7992 0.7992 0.7992 0.7992
0.08408 13062 0 0.9373 1.0000 0.7990 0.9719 0.9719 1.0000 0.9099 0.7990 0.7990 0.7990 0.7990
0.08415 13061 0 0.9373 1.0000 0.7989 0.9719 0.9719 1.0000 0.9098 0.7989 0.7989 0.7989 0.7989
0.08422 13060 0 0.9372 1.0000 0.7987 0.9719 0.9719 1.0000 0.9097 0.7987 0.7987 0.7987 0.7987
0.08429 13059 0 0.9372 1.0000 0.7986 0.9718 0.9718 1.0000 0.9097 0.7986 0.7986 0.7986 0.7986
0.08436 13058 0 0.9371 1.0000 0.7984 0.9718 0.9718 1.0000 0.9096 0.7984 0.7984 0.7984 0.7984
0.08443 13057 0 0.9371 1.0000 0.7983 0.9718 0.9718 1.0000 0.9095 0.7983 0.7983 0.7983 0.7983
0.08450 13056 0 0.9370 1.0000 0.7981 0.9717 0.9717 1.0000 0.9094 0.7981 0.7981 0.7981 0.7981
0.08457 13055 0 0.9370 1.0000 0.7980 0.9717 0.9717 1.0000 0.9094 0.7980 0.7980 0.7980 0.7980
0.08464 13054 0 0.9369 1.0000 0.7978 0.9717 0.9717 1.0000 0.9093 0.7978 0.7978 0.7978 0.7978
0.08471 13053 0 0.9369 1.0000 0.7977 0.9717 0.9717 1.0000 0.9092 0.7977 0.7977 0.7977 0.7977
0.08478 13052 0 0.9368 1.0000 0.7975 0.9716 0.9716 1.0000 0.9092 0.7975 0.7975 0.7975 0.7975
0.08485 13051 0 0.9368 1.0000 0.7974 0.9716 0.9716 1.0000 0.9091 0.7974 0.7974 0.7974 0.7974
0.08492 13050 0 0.9367 1.0000 0.7972 0.9716 0.9716 1.0000 0.9090 0.7972 0.7972 0.7972 0.7972
0.08499 13049 0 0.9367 1.0000 0.7971 0.9716 0.9716 1.0000 0.9090 0.7971 0.7971 0.7971 0.7971
0.08506 13048 0 0.9366 1.0000 0.7969 0.9716 0.9716 1.0000 0.9089 0.7969 0.7969 0.7969 0.7969
0.08513 13047 0 0.9366 1.0000 0.7968 0.9715 0.9715 1.0000 0.9088 0.7968 0.7968 0.7968 0.7968
0.08520 13046 0 0.9365 1.0000 0.7966 0.9715 0.9715 1.0000 0.9087 0.7966 0.7966 0.7966 0.7966
0.08527 13045 0 0.9365 1.0000 0.7965 0.9715 0.9715 1.0000 0.9087 0.7965 0.7965 0.7965 0.7965
0.08534 13044 0 0.9364 1.0000 0.7963 0.9715 0.9715 1.0000 0.9086 0.7963 0.7963 0.7963 0.7963
0.08541 13043 0 0.9364 1.0000 0.7962 0.9714 0.9714 1.0000 0.9085 0.7962 0.7962 0.7962 0.7962
0.08548 13042 0 0.9363 1.0000 0.7960 0.9714 0.9714 1.0000 0.9084 0.7960 0.7960 0.7960 0.7960
0.08555 13041 0 0.9363 1.0000 0.7959 0.9714 0.9714 1.0000 0.9084 0.7959 0.7959 0.7959 0.7959
0.08562 13040 0 0.9362 1.0000 0.7957 0.9714 0.9714 1.0000 0.9083 0.7957 0.7957 0.7957 0.7957
0.08569 13039 0 0.9362 1.0000 0.7956 0.9714 0.9714 1.0000 0.9082 0.7956 0.7956 0.7956 0.7956
0.08576 13038 0 0.9361 1.0000 0.7954 0.9713 0.9713 1.0000 0.9081 0.7954 0.7954 0.7954 0.7954
0.08583 13037 0 0.9361 1.0000 0.7953 0.9713 0.9713 1.0000 0.9080 0.7953 0.7953 0.7953 0.7953
0.08590 13036 0 0.9360 1.0000 0.7951 0.9712 0.9712 1.0000 0.9080 0.7951 0.7951 0.7951 0.7951
0.08597 13035 0 0.9360 1.0000 0.7950 0.9712 0.9712 1.0000 0.9079 0.7950 0.7950 0.7950 0.7950
0.08604 13034 0 0.9359 1.0000 0.7948 0.9712 0.9712 1.0000 0.9078 0.7948 0.7948 0.7948 0.7948
0.08611 13033 0 0.9358 1.0000 0.7947 0.9711 0.9711 1.0000 0.9077 0.7947 0.7947 0.7947 0.7947
0.08618 13032 0 0.9358 1.0000 0.7945 0.9711 0.9711 1.0000 0.9076 0.7945 0.7945 0.7945 0.7945
0.08625 13031 0 0.9357 1.0000 0.7944 0.9711 0.9711 1.0000 0.9076 0.7944 0.7944 0.7944 0.7944
0.08632 13030 0 0.9357 1.0000 0.7942 0.9710 0.9710 1.0000 0.9075 0.7942 0.7942 0.7942 0.7942
0.08639 13029 0 0.9356 1.0000 0.7941 0.9710 0.9710 1.0000 0.9074 0.7941 0.7941 0.7941 0.7941
0.08646 13028 0 0.9356 1.0000 0.7939 0.9710 0.9710 1.0000 0.9073 0.7939 0.7939 0.7939 0.7939
0.08653 13027 0 0.9355 1.0000 0.7938 0.9710 0.9710 1.0000 0.9072 0.7938 0.7938 0.7938 0.7938
0.08660 13026 0 0.9355 1.0000 0.7936 0.9709 0.9709 1.0000 0.9072 0.7936 0.7936 0.7936 0.7936
0.08667 13025 0 0.9354 1.0000 0.7935 0.9709 0.9709 1.0000 0.9071 0.7935 0.7935 0.7935 0.7935
0.08674 13024 0 0.9354 1.0000 0.7933 0.9709 0.9709 1.0000 0.9070 0.7933 0.7933 0.7933 0.7933
0.08681 13023 0 0.9353 1.0000 0.7932 0.9709 0.9709 1.0000 0.9069 0.7932 0.7932 0.7932 0.7932
0.08688 13022 0 0.9353 1.0000 0.7930 0.9708 0.9708 1.0000 0.9068 0.7930 0.7930 0.7930 0.7930
0.08695 13021 0 0.9352 1.0000 0.7929 0.9708 0.9708 1.0000 0.9068 0.7929 0.7929 0.7929 0.7929
0.08702 13020 0 0.9351 1.0000 0.7927 0.9707 0.9707 1.0000 0.9067 0.7927 0.7927 0.7927 0.7927
0.08709 13019 0 0.9351 1.0000 0.7926 0.9707 0.9707 1.0000 0.9066 0.7926 0.7926 0.7926 0.7926
0.08716 13018 0 0.9350 1.0000 0.7924 0.9707 0.9707 1.0000 0.9065 0.7924 0.7924 0.7924 0.7924
0.08723 13017 0 0.9350 1.0000 0.7923 0.9706 0.9706 1.0000 0.9065 0.7923 0.7923 0.7923 0.7923
0.08730 13016 0 0.9349 1.0000 0.7921 0.9706 0.9706 1.0000 0.9065 0.7921 0.7921 0.7921 0.7921
0.08737 13015 0 0.9349 1.0000 0.7920 0.9706 0.9706 1.0000 0.9064 0.7920 0.7920 0.7920 0.7920
0.08744 13014 0 0.9348 1.0000 0.7918 0.9706 0.9706 1.0000 0.9063 0.7918 0.7918 0.7918 0.7918
0.08751 13013 0 0.9348 1.0000 0.7917 0.9706 0.9706 1.0000 0.9062 0.7917 0.7917 0.7917 0.7917
0.08758 13012 0 0.9347 1.0000 0.7915 0.9705 0.9705 1.0000 0.9061 0.7915 0.7915 0.7915 0.7915
0.08765 13011 0 0.9347 1.0000 0.7914 0.9705 0.9705 1.0000 0.9061 0.7914 0.7914 0.7914 0.7914
0.08772 13010 0 0.9346 1.0000 0.7912 0.9705 0.9705 1.0000 0.9060 0.7912 0.7912 0.7912 0.7912
0.08779 13009 0 0.9346 1.0000 0.7911 0.9704 0.9704 1.0000 0.9059 0.7911 0.7911 0.7911 0.7911
0.08786 13008 0 0.9345 1.0000 0.7909 0.9704 0.9704 1.0000 0.9058 0.7909 0.7909 0.7909 0.7909
0.08793 13007 0 0.9345 1.0000 0.7908 0.9704 0.9704 1.0000 0.9058 0.7908 0.7908 0.7908 0.7908
0.08800 13006 0 0.9344 1.0000 0.7906 0.9704 0.9704 1.0000 0.9057 0.7906 0.7906 0.7906 0.7906
0.08807 13005 0 0.9344 1.0000 0.7905 0.9703 0.9703 1.0000 0.9056 0.7905 0.7905 0.7905 0.7905
0.08814 13004 0 0.9343 1.0000 0.7903 0.9703 0.9703 1.0000 0.9055 0.7903 0.7903 0.7903 0.7903
0.08821 13003 0 0.9342 1.0000 0.7902 0.9703 0.9703 1.0000 0.9054 0.7902 0.7902 0.7902 0.7902
0.08828 13002 0 0.9342 1.0000 0.7900 0.9702 0.9702 1.0000 0.9054 0.7900 0.7900 0.7900 0.7900
0.08835 13001 0 0.9341 1.0000 0.7899 0.9702 0.9702 1.0000 0.9053 0.7899 0.7899 0.7899 0.7899
0.08842 13000 0 0.9341 1.0000 0.7897 0.9702 0.9702 1.0000 0.9052 0.7897 0.7897 0.7897 0.7897
0.08849 12999 0 0.9340 1.0000 0.7896 0.9701 0.9701 1.0000 0.9051 0.7896 0.7896 0.7896 0.7896
0.08856 12998 0 0.9340 1.0000 0.7894 0.9701 0.9701 1.0000 0.9050 0.7894 0.7894 0.7894 0.7894
0.08863 12997 0 0.9339 1.0000 0.7893 0.9701 0.9701 1.0000 0.9050 0.7893 0.7893 0.7893 0.7893
0.08870 12996 0 0.9339 1.0000 0.7891 0.9701 0.9701 1.0000 0.9049 0.7891 0.7891 0.7891 0.7891
0.08877 12995 0 0.9338 1.0000 0.7890 0.9700 0.9700 1.0000 0.9048 0.7890 0.7890 0.7890 0.7890
0.08884 12994 0 0.9338 1.0000 0.7888 0.9700 0.9700 1.0000 0.9047 0.7888 0.7888 0.7888 0.7888
0.08891 12993 0 0.9337 1.0000 0.7887 0.9700 0.9700 1.0000 0.9046 0.7887 0.7887 0.7887 0.7887
0.08898 12992 0 0.9337 1.0000 0.7885 0.9700 0.9700 1.0000 0.9046 0.7885 0.7885 0.7885 0.7885
0.08905 12991 0 0.9336 1.0000 0.7884 0.9699 0.9699 1.0000 0.9045 0.7884 0.7884 0.7884 0.7884
0.08912 12990 0 0.9335 1.0000 0.7882 0.9699 0.9699 1.0000 0.9044 0.7882 0.7882 0.7882 0.7882
0.08919 12989 0 0.9335 1.0000 0.7881 0.9699 0.9699 1.0000 0.9043 0.7881 0.7881 0.7881 0.7881
0.08926 12988 0 0.9335 1.0000 0.7879 0.9698 0.9698 1.0000 0.9043 0.7879 0.7879 0.7879 0.7879
0.08933 12987 0 0.9334 1.0000 0.7878 0.9698 0.9698 1.0000 0.9043 0.7878 0.7878 0.7878 0.7878
0.08940 12986 0 0.9334 1.0000 0.7876 0.9698 0.9698 1.0000 0.9042 0.7876 0.7876 0.7876 0.7876
0.08947 12985 0 0.9333 1.0000 0.7875 0.9698 0.9698 1.0000 0.9041 0.7875 0.7875 0.7875 0.7875
0.08954 12984 0 0.9333 1.0000 0.7873 0.9697 0.9697 1.0000 0.9040 0.7873 0.7873 0.7873 0.7873
0.08962 12983 0 0.9332 1.0000 0.7872 0.9697 0.9697 1.0000 0.9039 0.7872 0.7872 0.7872 0.7872
0.08969 12982 0 0.9332 1.0000 0.7870 0.9697 0.9697 1.0000 0.9039 0.7870 0.7870 0.7870 0.7870
0.08976 12981 0 0.9331 1.0000 0.7869 0.9697 0.9697 1.0000 0.9038 0.7869 0.7869 0.7869 0.7869
0.08983 12980 0 0.9331 1.0000 0.7867 0.9697 0.9697 1.0000 0.9037 0.7867 0.7867 0.7867 0.7867
0.08990 12979 0 0.9330 1.0000 0.7866 0.9696 0.9696 1.0000 0.9036 0.7866 0.7866 0.7866 0.7866
0.08997 12978 0 0.9330 1.0000 0.7865 0.9696 0.9696 1.0000 0.9036 0.7865 0.7865 0.7865 0.7865
0.09004 12977 0 0.9329 1.0000 0.7863 0.9696 0.9696 1.0000 0.9035 0.7863 0.7863 0.7863 0.7863
0.09011 12976 0 0.9329 1.0000 0.7862 0.9695 0.9695 1.0000 0.9034 0.7862 0.7862 0.7862 0.7862
0.09018 12975 0 0.9328 1.0000 0.7860 0.9695 0.9695 1.0000 0.9033 0.7860 0.7860 0.7860 0.7860
0.09025 12974 0 0.9328 1.0000 0.7859 0.9695 0.9695 1.0000 0.9032 0.7859 0.7859 0.7859 0.7859
0.09032 12973 0 0.9327 1.0000 0.7857 0.9695 0.9695 1.0000 0.9032 0.7857 0.7857 0.7857 0.7857
0.09039 12972 0 0.9327 1.0000 0.7856 0.9695 0.9695 1.0000 0.9032 0.7856 0.7856 0.7856 0.7856
0.09046 12971 0 0.9326 1.0000 0.7854 0.9694 0.9694 1.0000 0.9031 0.7854 0.7854 0.7854 0.7854
0.09053 12970 0 0.9326 1.0000 0.7853 0.9694 0.9694 1.0000 0.9030 0.7853 0.7853 0.7853 0.7853
0.09060 12969 0 0.9325 1.0000 0.7851 0.9694 0.9694 1.0000 0.9029 0.7851 0.7851 0.7851 0.7851
0.09067 12968 0 0.9325 1.0000 0.7850 0.9694 0.9694 1.0000 0.9029 0.7850 0.7850 0.7850 0.7850
0.09074 12967 0 0.9324 1.0000 0.7848 0.9693 0.9693 1.0000 0.9028 0.7848 0.7848 0.7848 0.7848
0.09081 12966 0 0.9324 1.0000 0.7847 0.9693 0.9693 1.0000 0.9027 0.7847 0.7847 0.7847 0.7847
0.09088 12965 0 0.9323 1.0000 0.7845 0.9692 0.9692 1.0000 0.9026 0.7845 0.7845 0.7845 0.7845
0.09095 12964 0 0.9323 1.0000 0.7844 0.9692 0.9692 1.0000 0.9025 0.7844 0.7844 0.7844 0.7844
0.09102 12963 0 0.9322 1.0000 0.7842 0.9692 0.9692 1.0000 0.9025 0.7842 0.7842 0.7842 0.7842
0.09109 12962 0 0.9321 1.0000 0.7841 0.9691 0.9691 1.0000 0.9024 0.7841 0.7841 0.7841 0.7841
