"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.12040 27132 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12050 27129 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12060 27126 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12070 27123 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12079 27120 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12089 27117 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12099 27114 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12109 27111 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12118 27108 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12128 27105 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12138 27102 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12147 27099 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12157 27096 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12167 27093 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12177 27090 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12186 27087 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12196 27084 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12206 27081 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12216 27078 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12225 27075 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12235 27072 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12245 27069 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12254 27066 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12264 27063 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12274 27060 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12284 27057 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12293 27054 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12303 27051 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12313 27048 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12323 27045 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12332 27042 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12342 27039 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12352 27036 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12361 27033 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12371 27030 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12381 27027 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12391 27024 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12400 27021 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12410 27018 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12420 27015 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12429 27012 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12439 27009 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12449 27006 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12459 27003 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12468 27000 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12478 26997 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12488 26994 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12498 26991 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12507 26988 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12517 26985 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12527 26982 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12536 26979 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12546 26976 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12556 26973 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12566 26970 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12575 26967 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12585 26963 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12595 26961 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12605 26958 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12614 26955 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12624 26952 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12634 26949 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12643 26946 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12653 26942 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12663 26940 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12673 26937 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12682 26934 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12692 26931 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12702 26928 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12712 26925 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12721 26922 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12731 26919 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12741 26916 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12750 26913 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12760 26910 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12770 26907 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12780 26904 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12789 26901 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12799 26898 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12809 26895 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12819 26892 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12828 26889 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12838 26886 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12848 26883 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12857 26880 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12867 26877 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12877 26874 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12887 26871 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12896 26868 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12906 26865 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12916 26862 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12926 26859 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12935 26856 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12945 26853 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12955 26850 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12964 26847 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12974 26844 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12984 26840 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.12994 26838 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13003 26835 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13013 26832 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13023 26829 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13032 26826 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13042 26823 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13052 26819 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13062 26817 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13071 26814 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13081 26811 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13091 26808 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13101 26805 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13110 26802 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13120 26799 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13130 26796 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13139 26793 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13149 26790 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13159 26787 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13169 26784 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13178 26781 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13188 26778 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13198 26775 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13208 26772 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13217 26769 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13227 26766 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13237 26763 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13246 26760 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13256 26757 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13266 26754 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13276 26751 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13285 26748 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13295 26745 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13305 26742 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13315 26739 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13324 26736 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13334 26733 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13344 26730 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13353 26727 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13363 26724 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13373 26721 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13383 26717 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13392 26715 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13402 26712 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13412 26709 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13422 26706 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13431 26703 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13441 26700 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13451 26696 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13460 26694 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13470 26691 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13480 26688 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13490 26685 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13499 26682 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13509 26679 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13519 26676 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13528 26673 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13538 26670 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13548 26667 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13558 26664 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13567 26661 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13577 26658 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13587 26655 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13597 26652 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13606 26649 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13616 26646 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13626 26643 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13635 26640 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13645 26637 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13655 26634 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13665 26631 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13674 26628 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13684 26625 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13694 26622 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13704 26619 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13713 26616 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13723 26613 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13733 26610 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13742 26607 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13752 26604 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13762 26601 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13772 26598 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13781 26594 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13791 26592 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13801 26589 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13811 26586 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13820 26583 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13830 26580 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13840 26577 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13849 26573 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13859 26571 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13869 26568 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13879 26565 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13888 26562 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13898 26559 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13908 26556 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13918 26553 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13927 26550 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13937 26547 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13947 26544 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13956 26541 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13966 26538 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13976 26535 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13986 26532 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.13995 26529 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14005 26526 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14015 26523 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14025 26520 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14034 26517 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14044 26514 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14054 26511 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14063 26508 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14073 26505 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14083 26502 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14093 26499 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14102 26496 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14112 26493 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14122 26490 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14131 26487 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14141 26484 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14151 26481 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14161 26478 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14170 26475 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14180 26471 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14190 26469 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14200 26466 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14209 26463 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14219 26460 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14229 26457 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14238 26454 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14248 26450 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14258 26448 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14268 26445 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14277 26442 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14287 26439 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14297 26436 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14307 26433 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14316 26430 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14326 26427 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14336 26424 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14345 26421 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14355 26418 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14365 26415 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14375 26412 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14384 26409 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14394 26406 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14404 26403 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14414 26400 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14423 26397 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14433 26394 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14443 26391 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14452 26388 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14462 26385 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14472 26382 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14482 26379 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14491 26376 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14501 26373 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14511 26370 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14521 26367 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14530 26364 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14540 26361 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14550 26358 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14559 26355 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14569 26352 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14579 26348 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14589 26346 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14598 26343 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14608 26340 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14618 26337 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14628 26334 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14637 26331 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14647 26327 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14657 26325 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14666 26322 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14676 26319 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14686 26316 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14696 26313 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14705 26310 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14715 26307 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14725 26304 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14734 26301 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14744 26298 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14754 26295 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14764 26292 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14773 26289 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14783 26286 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14793 26283 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14803 26280 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14812 26277 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14822 26274 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14832 26271 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14841 26268 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14851 26265 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14861 26262 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14871 26259 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14880 26256 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14890 26253 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14900 26250 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14910 26247 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14919 26244 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14929 26241 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14939 26238 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14948 26235 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14958 26232 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14968 26229 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14978 26226 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14987 26223 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.14997 26220 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.15007 26217 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.15017 26214 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.15026 26211 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.15036 26208 0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
